,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long,Location,DAY,Hour,OFFENSE_CATEGORY,District_Names
1731,M/V ACCIDENT - OTHER,B2,0,2022-03-01 08:02:00,2022,3,Tuesday,8,42.33704097548326,-71.10934396710391,"(42.33704097548326, -71.10934396710391)",01,08:02:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1732,M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2022-03-01 08:16:00,2022,3,Tuesday,8,42.31434406649674,-71.07487057479524,"(42.31434406649674, -71.07487057479524)",01,08:16:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1734,LARCENY SHOPLIFTING,B2,0,2022-03-01 08:06:00,2022,3,Tuesday,8,42.33044113294782,-71.08373480990272,"(42.33044113294782, -71.08373480990272)",01,08:06:00,SICK-INJURED,Roxbury
1735,VANDALISM,B2,0,2022-03-01 08:07:00,2022,3,Tuesday,8,42.30787128364207,-71.08456121497065,"(42.307871283642065, -71.08456121497065)",01,08:07:00,THEFT-DAMAGE,Roxbury
1736,DANGEROUS OR HAZARDOUS CONDITION,B2,0,2022-02-28 06:35:00,2022,2,Monday,6,42.33402461310304,-71.09039049468309,"(42.33402461310304, -71.09039049468309)",28,06:35:00,FIRE-DANGER,Roxbury
1737,INVESTIGATE PERSON,B2,0,2022-03-01 00:00:00,2022,3,Tuesday,0,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",01,00:00:00,WARRANT-INVESTIGATION,Roxbury
1738,M/V ACCIDENT - PERSONAL INJURY,B2,0,2022-03-01 00:59:00,2022,3,Tuesday,0,42.3163385506192,-71.06879992277875,"(42.3163385506192, -71.06879992277875)",01,00:59:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1739,SICK ASSIST,B2,0,2022-03-01 00:23:00,2022,3,Tuesday,0,42.31917110314452,-71.09192414516498,"(42.31917110314452, -71.09192414516498)",01,00:23:00,SICK-INJURED,Roxbury
1740,PROPERTY - LOST/ MISSING,B2,0,2022-02-28 22:00:00,2022,2,Monday,22,42.32354782562027,-71.07225002611413,"(42.32354782562027, -71.07225002611413)",28,22:00:00,PROPERTY LOSS,Roxbury
1741,INVESTIGATE PERSON,B2,0,2022-02-28 00:00:00,2022,2,Monday,0,42.318135223736014,-71.06763388383638,"(42.318135223736014, -71.06763388383638)",28,00:00:00,WARRANT-INVESTIGATION,Roxbury
1742,INVESTIGATE PROPERTY,B2,1,2022-02-28 19:58:00,2022,2,Monday,19,42.32209078664834,-71.07477876903168,"(42.32209078664834, -71.07477876903168)",28,19:58:00,WARRANT-INVESTIGATION,Roxbury
1743,INVESTIGATE PERSON,B2,0,2022-02-28 19:44:00,2022,2,Monday,19,42.31369016219415,-71.07696740941833,"(42.31369016219415, -71.07696740941833)",28,19:44:00,WARRANT-INVESTIGATION,Roxbury
1744,INVESTIGATE PERSON,B2,0,2022-02-28 18:50:00,2022,2,Monday,18,42.31081601920741,-71.07814878737038,"(42.31081601920741, -71.07814878737038)",28,18:50:00,WARRANT-INVESTIGATION,Roxbury
1745,INVESTIGATE PERSON,B2,0,2022-02-28 00:00:00,2022,2,Monday,0,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",28,00:00:00,WARRANT-INVESTIGATION,Roxbury
1746,FRAUD - FALSE PRETENSE / SCHEME,B2,0,2022-02-28 16:00:00,2022,2,Monday,16,42.32802058164759,-71.07716876632838,"(42.32802058164759, -71.07716876632838)",28,16:00:00,FRAUD - FINANCIAL,Roxbury
1747,M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2022-02-28 16:51:00,2022,2,Monday,16,42.31865102227677,-71.08162344281082,"(42.31865102227677, -71.08162344281082)",28,16:51:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1748,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-28 14:30:00,2022,2,Monday,14,42.33180002453435,-71.09714000784146,"(42.33180002453435, -71.09714000784146)",28,14:30:00,THEFT-DAMAGE,Roxbury
1750,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2,0,2022-02-28 14:43:00,2022,2,Monday,14,42.32929802656422,-71.08248399656884,"(42.32929802656422, -71.08248399656884)",28,14:43:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1751,ASSAULT - AGGRAVATED,B2,0,2022-02-28 12:50:00,2022,2,Monday,12,42.32692266329346,-71.08313475263472,"(42.32692266329346, -71.08313475263472)",28,12:50:00,ASSAULT,Roxbury
1752,FRAUD - FALSE PRETENSE / SCHEME,B2,0,2022-02-28 12:26:00,2022,2,Monday,12,42.308788550782936,-71.09055618260567,"(42.308788550782936, -71.09055618260567)",28,12:26:00,FRAUD - FINANCIAL,Roxbury
1753,VERBAL DISPUTE,B2,0,2022-02-28 11:54:00,2022,2,Monday,11,42.306734434296935,-71.07712722285294,"(42.306734434296935, -71.07712722285294)",28,11:54:00,HARASSMENT-VERBAL,Roxbury
1754,TOWED MOTOR VEHICLE,B2,0,2022-02-28 08:59:00,2022,2,Monday,8,42.305053762619885,-71.08403633216712,"(42.305053762619885, -71.08403633216712)",28,08:59:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1755,PROPERTY - LOST/ MISSING,B2,0,2022-02-28 09:46:00,2022,2,Monday,9,42.3338068325205,-71.10377843024641,"(42.3338068325205, -71.10377843024641)",28,09:46:00,PROPERTY LOSS,Roxbury
1756,LARCENY SHOPLIFTING,B2,0,2022-02-28 08:24:00,2022,2,Monday,8,42.33044113294782,-71.08373480990272,"(42.33044113294782, -71.08373480990272)",28,08:24:00,SICK-INJURED,Roxbury
1757,M/V ACCIDENT - OTHER,B2,0,2022-02-28 07:21:00,2022,2,Monday,7,42.31508518034225,-71.08508813271443,"(42.31508518034225, -71.08508813271443)",28,07:21:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1758,THREATS TO DO BODILY HARM,B2,0,2022-02-28 01:17:00,2022,2,Monday,1,42.33446793573776,-71.08655064385623,"(42.334467935737756, -71.08655064385623)",28,01:17:00,THREAT,Roxbury
1759,VAL - OPERATING AFTER REV/SUSP.,B2,0,2022-02-28 01:04:00,2022,2,Monday,1,42.31490505730748,-71.07866701532413,"(42.31490505730748, -71.07866701532413)",28,01:04:00,UNLAWFUL OPERATION,Roxbury
1760,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,0,2022-02-27 21:02:00,2022,2,Sunday,21,42.31136896487219,-71.08114496944167,"(42.31136896487219, -71.08114496944167)",27,21:02:00,THEFT-DAMAGE,Roxbury
1761,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-27 21:05:00,2022,2,Sunday,21,42.33346300135399,-71.09594696517195,"(42.33346300135399, -71.09594696517195)",27,21:05:00,THEFT-DAMAGE,Roxbury
1762,LARCENY SHOPLIFTING,B2,0,2022-02-27 19:48:00,2022,2,Sunday,19,42.308969992788,-71.08284838641052,"(42.308969992788, -71.08284838641052)",27,19:48:00,SICK-INJURED,Roxbury
1763,INVESTIGATE PROPERTY,B2,0,2022-02-27 20:06:00,2022,2,Sunday,20,42.32104456561025,-71.09281973908705,"(42.32104456561025, -71.09281973908705)",27,20:06:00,WARRANT-INVESTIGATION,Roxbury
1764,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-27 19:25:00,2022,2,Sunday,19,42.32165901327759,-71.0919590369414,"(42.32165901327759, -71.0919590369414)",27,19:25:00,THEFT-DAMAGE,Roxbury
1765,VANDALISM,B2,0,2022-02-27 18:44:00,2022,2,Sunday,18,42.33538443957382,-71.10677964872764,"(42.33538443957382, -71.10677964872764)",27,18:44:00,THEFT-DAMAGE,Roxbury
1766,TOWED MOTOR VEHICLE,B2,0,2022-02-27 18:35:00,2022,2,Sunday,18,42.3077502395542,-71.08273084088506,"(42.307750239554196, -71.08273084088506)",27,18:35:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1767,ASSAULT - SIMPLE,B2,0,2022-02-27 17:33:00,2022,2,Sunday,17,42.31696649906326,-71.08254057648374,"(42.31696649906326, -71.08254057648374)",27,17:33:00,ASSAULT,Roxbury
1768,SICK ASSIST,B2,0,2022-02-27 16:35:00,2022,2,Sunday,16,42.333020578956784,-71.10621270062023,"(42.333020578956784, -71.10621270062023)",27,16:35:00,SICK-INJURED,Roxbury
1769,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,B2,0,2022-02-27 15:36:00,2022,2,Sunday,15,42.31915700853149,-71.08602005801241,"(42.31915700853149, -71.08602005801241)",27,15:36:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1770,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,2022-02-27 12:38:00,2022,2,Sunday,12,42.31127725586286,-71.08909334113278,"(42.31127725586286, -71.08909334113278)",27,12:38:00,THEFT-DAMAGE,Roxbury
1771,SICK ASSIST,B2,0,2022-02-27 12:02:00,2022,2,Sunday,12,42.32659416207122,-71.08992058974147,"(42.32659416207122, -71.08992058974147)",27,12:02:00,SICK-INJURED,Roxbury
1772,VANDALISM,B2,0,2022-02-27 02:00:00,2022,2,Sunday,2,42.30511375018597,-71.08243229684746,"(42.305113750185974, -71.08243229684746)",27,02:00:00,THEFT-DAMAGE,Roxbury
1773,SICK/INJURED/MEDICAL - POLICE,B2,0,2022-02-27 10:15:00,2022,2,Sunday,10,42.32019752446048,-71.06641760583173,"(42.32019752446048, -71.06641760583173)",27,10:15:00,SICK-INJURED,Roxbury
1774,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,0,2022-02-27 00:00:00,2022,2,Sunday,0,42.31315498525381,-71.08948876312934,"(42.31315498525381, -71.08948876312934)",27,00:00:00,THEFT-DAMAGE,Roxbury
1775,LANDLORD - TENANT,B2,0,2022-02-27 11:17:00,2022,2,Sunday,11,42.31468252385704,-71.07527118990798,"(42.314682523857044, -71.07527118990798)",27,11:17:00,DISTURBANCE,Roxbury
1776,VERBAL DISPUTE,B2,0,2022-02-27 10:46:00,2022,2,Sunday,10,42.318515336572005,-71.09560595881274,"(42.318515336572005, -71.09560595881274)",27,10:46:00,HARASSMENT-VERBAL,Roxbury
1777,M/V ACCIDENT - PERSONAL INJURY,B2,0,2022-02-27 09:38:00,2022,2,Sunday,9,42.33477996159578,-71.09502897443411,"(42.33477996159578, -71.09502897443411)",27,09:38:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1778,INVESTIGATE PERSON,B2,0,2022-02-27 05:20:00,2022,2,Sunday,5,42.33279607011238,-71.1079332741814,"(42.33279607011238, -71.1079332741814)",27,05:20:00,WARRANT-INVESTIGATION,Roxbury
1779,VANDALISM,B2,0,2022-02-27 02:29:00,2022,2,Sunday,2,42.305053762619885,-71.08403633216712,"(42.305053762619885, -71.08403633216712)",27,02:29:00,THEFT-DAMAGE,Roxbury
1780,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,2022-02-26 23:06:00,2022,2,Saturday,23,42.31949779193633,-71.09707351753512,"(42.31949779193633, -71.09707351753512)",26,23:06:00,THEFT-DAMAGE,Roxbury
1781,VAL - OPERATING AFTER REV/SUSP.,B2,0,2022-02-27 02:27:00,2022,2,Sunday,2,42.32823418485796,-71.08328981032231,"(42.32823418485796, -71.08328981032231)",27,02:27:00,UNLAWFUL OPERATION,Roxbury
1782,M/V ACCIDENT - OTHER,B2,0,2022-02-27 01:50:00,2022,2,Sunday,1,42.32198656406036,-71.06280665755338,"(42.32198656406036, -71.06280665755338)",27,01:50:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1783,TOWED MOTOR VEHICLE,B2,0,2022-02-26 23:21:00,2022,2,Saturday,23,42.331101307594274,-71.10870352125933,"(42.331101307594274, -71.10870352125933)",26,23:21:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1784,M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2022-02-27 00:15:00,2022,2,Sunday,0,42.30919421716844,-71.08488946075343,"(42.30919421716844, -71.08488946075343)",27,00:15:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1785,M/V ACCIDENT - OTHER,B2,0,2022-02-26 21:43:00,2022,2,Saturday,21,42.311265022174986,-71.07004002865303,"(42.311265022174986, -71.07004002865303)",26,21:43:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1786,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,2022-02-26 20:28:00,2022,2,Saturday,20,42.31127725586286,-71.08909334113278,"(42.31127725586286, -71.08909334113278)",26,20:28:00,THEFT-DAMAGE,Roxbury
1787,VERBAL DISPUTE,B2,0,2022-02-26 00:00:00,2022,2,Saturday,0,42.310899863923375,-71.08007661412431,"(42.310899863923375, -71.08007661412431)",26,00:00:00,HARASSMENT-VERBAL,Roxbury
1788,M/V ACCIDENT - PERSONAL INJURY,B2,0,2022-02-26 00:00:00,2022,2,Saturday,0,42.307333930411694,-71.07637039715469,"(42.307333930411694, -71.07637039715469)",26,00:00:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1789,INVESTIGATE PERSON,B2,0,2022-02-26 18:25:00,2022,2,Saturday,18,42.31609550683222,-71.08713118281642,"(42.31609550683222, -71.08713118281642)",26,18:25:00,WARRANT-INVESTIGATION,Roxbury
1790,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-26 00:00:00,2022,2,Saturday,0,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",26,00:00:00,THEFT-DAMAGE,Roxbury
1791,LARCENY SHOPLIFTING,B2,0,2022-02-26 18:30:00,2022,2,Saturday,18,42.308969992788,-71.08284838641052,"(42.308969992788, -71.08284838641052)",26,18:30:00,SICK-INJURED,Roxbury
1792,FRAUD - CREDIT CARD / ATM FRAUD,B2,0,2022-02-26 15:26:00,2022,2,Saturday,15,42.33296408885078,-71.10212901949653,"(42.33296408885078, -71.10212901949653)",26,15:26:00,FRAUD - FINANCIAL,Roxbury
1793,INVESTIGATE PERSON,B2,0,2022-02-26 16:57:00,2022,2,Saturday,16,42.31369016219415,-71.07696740941833,"(42.31369016219415, -71.07696740941833)",26,16:57:00,WARRANT-INVESTIGATION,Roxbury
1794,INVESTIGATE PROPERTY,B2,0,2022-02-26 16:33:00,2022,2,Saturday,16,42.30956304852217,-71.08990196681202,"(42.30956304852217, -71.08990196681202)",26,16:33:00,WARRANT-INVESTIGATION,Roxbury
1795,VANDALISM,B2,0,2022-02-24 00:00:00,2022,2,Thursday,0,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",24,00:00:00,THEFT-DAMAGE,Roxbury
1796,ASSAULT - SIMPLE,B2,0,2022-02-26 14:54:00,2022,2,Saturday,14,42.313979480240896,-71.06866579843367,"(42.313979480240896, -71.06866579843367)",26,14:54:00,ASSAULT,Roxbury
1797,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,0,2022-02-26 14:58:00,2022,2,Saturday,14,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",26,14:58:00,DRUG ALCOHOL RELATED,Roxbury
1798,TOWED MOTOR VEHICLE,B2,0,2022-02-26 13:44:00,2022,2,Saturday,13,42.33286799162148,-71.08105594815557,"(42.33286799162148, -71.08105594815557)",26,13:44:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1799,VERBAL DISPUTE,B2,0,2022-02-26 13:19:00,2022,2,Saturday,13,42.3078213946538,-71.08354075660561,"(42.3078213946538, -71.08354075660561)",26,13:19:00,HARASSMENT-VERBAL,Roxbury
1800,ASSAULT - SIMPLE,B2,0,2022-02-26 13:21:00,2022,2,Saturday,13,42.31363296558477,-71.08910360338528,"(42.31363296558477, -71.08910360338528)",26,13:21:00,ASSAULT,Roxbury
1801,INVESTIGATE PERSON,B2,0,2022-02-26 12:23:00,2022,2,Saturday,12,42.33179449696777,-71.10818874825067,"(42.33179449696777, -71.10818874825067)",26,12:23:00,WARRANT-INVESTIGATION,Roxbury
1802,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-24 15:45:00,2022,2,Thursday,15,42.30994882983192,-71.08146032800994,"(42.309948829831924, -71.08146032800994)",24,15:45:00,THEFT-DAMAGE,Roxbury
1803,PROPERTY - FOUND,B2,0,2022-02-26 12:46:00,2022,2,Saturday,12,42.33367921810846,-71.09187754618458,"(42.33367921810846, -71.09187754618458)",26,12:46:00,PROPERTY LOSS,Roxbury
1804,PROPERTY - FOUND,B2,0,2022-02-26 12:46:00,2022,2,Saturday,12,42.33367921810846,-71.09187754618458,"(42.33367921810846, -71.09187754618458)",26,12:46:00,PROPERTY LOSS,Roxbury
1805,PROPERTY - FOUND,B2,0,2022-02-26 12:45:00,2022,2,Saturday,12,42.33367921810846,-71.09187754618458,"(42.33367921810846, -71.09187754618458)",26,12:45:00,PROPERTY LOSS,Roxbury
1806,ASSAULT - SIMPLE,B2,0,2022-02-26 11:50:00,2022,2,Saturday,11,42.32386049638957,-71.07600196001,"(42.32386049638957, -71.07600196001)",26,11:50:00,ASSAULT,Roxbury
1807,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-25 21:20:00,2022,2,Friday,21,42.30927790374444,-71.0786879089706,"(42.30927790374444, -71.0786879089706)",25,21:20:00,THEFT-DAMAGE,Roxbury
1808,TOWED MOTOR VEHICLE,B2,0,2022-02-26 06:58:00,2022,2,Saturday,6,42.30812618751114,-71.07692973888375,"(42.30812618751114, -71.07692973888375)",26,06:58:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1809,NOISY PARTY/RADIO-NO ARREST,B2,0,2022-02-26 00:49:00,2022,2,Saturday,0,42.32975078657284,-71.09897689052245,"(42.32975078657284, -71.09897689052245)",26,00:49:00,DISTURBANCE,Roxbury
1810,VERBAL DISPUTE,B2,0,2022-02-25 21:58:00,2022,2,Friday,21,42.324538596114216,-71.08821844264244,"(42.324538596114216, -71.08821844264244)",25,21:58:00,HARASSMENT-VERBAL,Roxbury
1811,ASSAULT - AGGRAVATED,B2,0,2022-02-25 20:46:00,2022,2,Friday,20,42.33330170452234,-71.0818167495313,"(42.33330170452234, -71.0818167495313)",25,20:46:00,ASSAULT,Roxbury
1812,M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2022-02-25 19:30:00,2022,2,Friday,19,42.306030963558335,-71.09507398750284,"(42.306030963558335, -71.09507398750284)",25,19:30:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1813,ASSAULT - SIMPLE,B2,0,2022-02-25 20:17:00,2022,2,Friday,20,42.32742591182293,-71.07702562168143,"(42.32742591182293, -71.07702562168143)",25,20:17:00,ASSAULT,Roxbury
1814,INVESTIGATE PERSON,B2,0,2022-02-25 19:53:00,2022,2,Friday,19,42.3204697921145,-71.071619500622,"(42.3204697921145, -71.071619500622)",25,19:53:00,WARRANT-INVESTIGATION,Roxbury
1815,SICK ASSIST,B2,0,2022-02-25 18:59:00,2022,2,Friday,18,42.32628200674925,-71.09787894244505,"(42.32628200674925, -71.09787894244505)",25,18:59:00,SICK-INJURED,Roxbury
1816,VERBAL DISPUTE,B2,0,2022-02-25 17:18:00,2022,2,Friday,17,42.31052866209247,-71.08671835222847,"(42.310528662092466, -71.08671835222847)",25,17:18:00,HARASSMENT-VERBAL,Roxbury
1817,FRAUD - FALSE PRETENSE / SCHEME,B2,0,2022-02-15 16:35:00,2022,2,Tuesday,16,42.308788550782936,-71.09055618260567,"(42.308788550782936, -71.09055618260567)",15,16:35:00,FRAUD - FINANCIAL,Roxbury
1818,M/V ACCIDENT - PERSONAL INJURY,B2,0,2022-02-25 15:33:00,2022,2,Friday,15,42.3066589993377,-71.08745196183949,"(42.3066589993377, -71.08745196183949)",25,15:33:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1819,INVESTIGATE PERSON,B2,0,2022-02-25 12:01:00,2022,2,Friday,12,42.33120325895234,-71.07122093372423,"(42.33120325895234, -71.07122093372423)",25,12:01:00,WARRANT-INVESTIGATION,Roxbury
1820,TRESPASSING,B2,0,2022-02-25 11:30:00,2022,2,Friday,11,42.329024688954846,-71.08341504753118,"(42.329024688954846, -71.08341504753118)",25,11:30:00,TRESPASSING,Roxbury
1821,TRESPASSING,B2,0,2022-02-25 11:20:00,2022,2,Friday,11,42.329024688954846,-71.08341504753118,"(42.329024688954846, -71.08341504753118)",25,11:20:00,TRESPASSING,Roxbury
1822,TRESPASSING,B2,0,2022-02-25 12:24:00,2022,2,Friday,12,42.329024688954846,-71.08341504753118,"(42.329024688954846, -71.08341504753118)",25,12:24:00,TRESPASSING,Roxbury
1823,M/V ACCIDENT - OTHER,B2,0,2022-02-25 12:16:00,2022,2,Friday,12,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",25,12:16:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1824,AUTO THEFT,B2,0,2022-02-25 00:00:00,2022,2,Friday,0,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",25,00:00:00,THEFT-DAMAGE,Roxbury
1825,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-25 11:26:00,2022,2,Friday,11,42.32859702159768,-71.08274705512277,"(42.32859702159768, -71.08274705512277)",25,11:26:00,THEFT-DAMAGE,Roxbury
1826,FRAUD - FALSE PRETENSE / SCHEME,B2,0,2022-02-24 12:30:00,2022,2,Thursday,12,42.31396774887054,-71.09178831979148,"(42.31396774887054, -71.09178831979148)",24,12:30:00,FRAUD - FINANCIAL,Roxbury
1827,INVESTIGATE PROPERTY,B2,0,2022-02-25 00:36:00,2022,2,Friday,0,42.32354782562027,-71.07225002611413,"(42.32354782562027, -71.07225002611413)",25,00:36:00,WARRANT-INVESTIGATION,Roxbury
1828,M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2022-02-25 09:49:00,2022,2,Friday,9,42.31459798449004,-71.07883205498631,"(42.314597984490035, -71.07883205498631)",25,09:49:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1829,VAL - VIOLATION OF AUTO LAW,B2,0,2022-02-25 09:27:00,2022,2,Friday,9,42.32859702159768,-71.08274705512277,"(42.32859702159768, -71.08274705512277)",25,09:27:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1830,VERBAL DISPUTE,B2,0,2022-02-25 08:57:00,2022,2,Friday,8,42.316564251820026,-71.07811556502881,"(42.316564251820026, -71.07811556502881)",25,08:57:00,HARASSMENT-VERBAL,Roxbury
1831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2022-02-25 08:57:00,2022,2,Friday,8,42.31459798449004,-71.07883205498631,"(42.314597984490035, -71.07883205498631)",25,08:57:00,THEFT-DAMAGE,Roxbury
1832,PROPERTY - FOUND,B2,0,2022-02-25 09:05:00,2022,2,Friday,9,42.33367921810846,-71.09187754618458,"(42.33367921810846, -71.09187754618458)",25,09:05:00,PROPERTY LOSS,Roxbury
1833,BURGLARY - COMMERICAL,B2,0,2022-02-25 07:50:00,2022,2,Friday,7,42.31871967853678,-71.08610630469113,"(42.31871967853678, -71.08610630469113)",25,07:50:00,THEFT-DAMAGE,Roxbury
1834,ASSAULT - SIMPLE,B2,0,2022-02-25 03:53:00,2022,2,Friday,3,42.312750307068974,-71.0938873579778,"(42.312750307068974, -71.0938873579778)",25,03:53:00,ASSAULT,Roxbury
1835,ROBBERY,B2,0,2022-02-25 04:59:00,2022,2,Friday,4,42.31418841533151,-71.06766370710106,"(42.31418841533151, -71.06766370710106)",25,04:59:00,THEFT-DAMAGE,Roxbury
1836,SICK ASSIST,B2,0,2022-02-25 00:43:00,2022,2,Friday,0,42.31794835213825,-71.08774652143991,"(42.31794835213825, -71.08774652143991)",25,00:43:00,SICK-INJURED,Roxbury
1837,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,0,2022-02-25 02:15:00,2022,2,Friday,2,42.3153079733536,-71.08333102710252,"(42.3153079733536, -71.08333102710252)",25,02:15:00,ARMS RELATED,Roxbury
1838,TOWED MOTOR VEHICLE,B2,0,2022-02-25 01:57:00,2022,2,Friday,1,42.32696801434807,-71.08051941151703,"(42.32696801434807, -71.08051941151703)",25,01:57:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1839,M/V - LEAVING SCENE - PERSONAL INJURY,B2,0,2022-02-25 01:18:00,2022,2,Friday,1,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)",25,01:18:00,SICK-INJURED,Roxbury
1840,INVESTIGATE PROPERTY,B2,0,2022-02-25 00:00:00,2022,2,Friday,0,42.314606993051584,-71.08832498580017,"(42.314606993051584, -71.08832498580017)",25,00:00:00,WARRANT-INVESTIGATION,Roxbury
1841,LARCENY ALL OTHERS,B2,0,2022-02-24 23:17:00,2022,2,Thursday,23,42.32095643077081,-71.06992609888918,"(42.32095643077081, -71.06992609888918)",24,23:17:00,THEFT-DAMAGE,Roxbury
1842,INVESTIGATE PERSON,B2,0,2022-02-24 22:58:00,2022,2,Thursday,22,42.3338068325205,-71.10377843024641,"(42.3338068325205, -71.10377843024641)",24,22:58:00,WARRANT-INVESTIGATION,Roxbury
1843,VERBAL DISPUTE,B2,0,2022-02-24 20:20:00,2022,2,Thursday,20,42.31696649906326,-71.08254057648374,"(42.31696649906326, -71.08254057648374)",24,20:20:00,HARASSMENT-VERBAL,Roxbury
1844,SICK ASSIST,B2,0,2022-02-24 20:06:00,2022,2,Thursday,20,42.31878339177029,-71.09074228463578,"(42.31878339177029, -71.09074228463578)",24,20:06:00,SICK-INJURED,Roxbury
1845,INVESTIGATE PERSON,B2,0,2022-02-24 20:37:00,2022,2,Thursday,20,42.31252369260288,-71.07163872259422,"(42.31252369260288, -71.07163872259422)",24,20:37:00,WARRANT-INVESTIGATION,Roxbury
1846,M/V - LEAVING SCENE - PERSONAL INJURY,B2,0,2022-02-09 18:34:00,2022,2,Wednesday,18,42.338529465640136,-71.10768028339596,"(42.338529465640136, -71.10768028339596)",09,18:34:00,SICK-INJURED,Roxbury
1847,M/V ACCIDENT - OTHER,B2,0,2022-02-24 19:37:00,2022,2,Thursday,19,42.33231227390159,-71.10166876565141,"(42.33231227390159, -71.10166876565141)",24,19:37:00,ACCIDENT-VEHICLE RELATED VIOLATIONS,Roxbury
1848,INVESTIGATE PERSON,B2,0,2022-02-24 19:07:00,2022,2,Thursday,19,42.330118616107626,-71.08425105981017,"(42.330118616107626, -71.08425105981017)",24,19:07:00,WARRANT-INVESTIGATION,Roxbury
1849,INVESTIGATE PERSON,B2,0,2022-02-24 18:04:00,2022,2,Thursday,18,42.32126854446075,-71.06697280385933,"(42.32126854446075, -71.06697280385933)",24,18:04:00,WARRANT-INVESTIGATION,Roxbury
1850,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,2022-02-23 15:00:00,2022,2,Wednesday,15,42.3350621776333,-71.0931678123782,"(42.335062177633304, -71.0931678123782)",23,15:00:00,THEFT-DAMAGE,Roxbury
